text,category
"Visok sam skoro 2m, i meni je presedanje spas. Da sedim u avionu 10-11 sati u cugu, neka hvala. Odmor u Londonu, dva-tri piva, dve-tri cigarete, pa dalje.",Appropriate
"Ustaše, nacisti! Nisu se odrekli krvavog nasleđa, Jasenovca već se njime i ponose!",Appropriate
"Slazem se! Kada sam operisao disk, pustali su U2 kad su me dovezli u salu.... bilo mi je baš drago da me potrefe sa nekim rokom :-) već drugi dan sam bežao na cigarete :-)",Appropriate
"A kako zna kakav je miris? Ovi što ga pravdaju pričom da je osetio dim različit od cigarete, pa to može biti tompus, cigarilos, razne vrste. Odakle baš zna kako miriše trava? Mnogo ste naivni svi vi.",Appropriate
"pošto su hipsteri sada in, brada kod mudžahedina je out",Appropriate
"Drina je SMARAGD, neprocenjivo blago koje srbijanci iz meni nejasnih razloga nikako ne doživljavaju kao svoju nego kao bosansku reku.",Appropriate
"Muslimani iz BiH bi da se predstave žrtvama. Ne ide, uvoz Mudžahedina nije tajna zapadnom svetu, ne brinite. Sve će doći na svoje.",Religion
"To i budala zna samo što su pojedini srbi naseli na to da siluju, ubijaju i osveta neka zbog turaka na balkanu i partizana. E sad kad je došlo da se svedu računi nismo mi to. Kriv ja zapad i ostali.",Race
"Ali balkancu samo reci 'Eno četnika, balije ili ustaše' i on bez razmišljanja uzima pušku.",Appropriate
Gaske je u toku Rolan Garosa rekao kako Đoković igra dosadan i predvidiv tenis. Pa eto mu prilike da se dokaže i pobedi dosadnog Novaka.,Appropriate
"Bolje otrov da košta skuplje nego mleko i hleb. Uostalom, preživljavamo svakako, tako da ne razumem kako neko može sebi i cigarete da priušti.",Appropriate
"Britanija piše rezoluciju nekome, pre neki dan nađoh zanimljiv podatak da od svih država na svetu Britanija nije napala samo 6! Hrvat podnosi rezoluciju EP, hrvat čiji je predak bio fašistički pulen, ustaša, koji su vrsili bezbroj zločina protiv svih nehrvata na teritoriji NDH i protiv normalnih hrvata takođe. Nemačka podržava rezoluciju, smešno je Nemačku i komentarisati.",Race
"Jadno, jadno. Nekada se u mom gradu trenirala atletika, rukomet... Danas fukare govore, a pametni ćute... Gadi mi se ovaj narod, neuk, glup, neobrazovan... Prodali bi dušu đavolu samo da imaju za cigare, krv, i da gledaju kurave sa rijalitija...",Appropriate
"Ne moraš da ideš predaleko... Genocid Turaka nad Jermenima je npr. Francuski parlament priznao i izglasao da bude ""kažnjivo ko ga negira"", ali kad u se Turci pobunili - ispalo je da je to samo ""fakultativno""... Dakle, pitanje je samo ko iza koga stoji, istina je ionako iskrivljena i u skladu sa ovim pravilom. U pravu je uvek onaj jači.",Appropriate
Jel ovi švajcarci imaju nekog fudbalera a da nije šiptar?,Race
ana mačka naša zaludela švabu,Appropriate
"On je pravi musliman, a ti si poturica sa srpskim prezimenom. A Srbija je sportski vladar planete. Sigurno ti nije lako",Appropriate
"Moram da prokomentarisem komentar sa potpisom SVABE. Dosadni ste sa tim glupim pričama kako nas u Nemačkoj zaustavlja policija na autoputevima, na ulicama, u kafićima...Laž najobičnija. Ako se ponašate normalno, ne idete pijani ili drogirani ulicom, niko vas neće dirati. Dovoljno je da kod sebe imate L. K. i sve će biti u redu. A kada se bavite nezakonitim radnjama....",Appropriate
Kad iskorenimo gedžeizam iz reprezentaciej biće nam bolje. Što bi reko Živa njima je glavni cilj da daju gol u krevetu nekoj splavarki a ne na utakmici.,Appropriate
"Ovi što im život zavisi od tuđih sportskih uspeha pljuju ovakvu legendu. Momak ima više titula na Garosu nego Novak titula na svim gren slemovima. Retko ko od tenisera gleda teniske mečeve, to je potpuno normalno.",Appropriate
"""da, turista iz kine, mongolije, kazahstana, turkmenistana…"" A ti si bio u Moskvi? Ili u Mongoliji, Kazahstanu, Turkmenistanu? Zašto potcenjivati druge, pogledaj sebe.",Appropriate
"u boschu su plate umereno nikakve i oni se tim ponose, u fazonu - nasi radnici kod nas dolaze zbog referenci, ozbiljne firme i znanja, a ne zbog velike plate. plate nešto veće dobijaju šefovi i šefići koji se upecaju na te price pa ih onda dalje serviraju raji. dok i oni sami rade za bedu ali se ubede kako je to baš super jer će sutra neko da ih zove da rade u švabiju.",Appropriate
"On je Uzbekistanac, a ne turcin koliko ja znam..",Appropriate
"I posle strašno što sam se ja udala za Turčina. Bitno da bude tu neki iz tvog grada. Nije bitno što te mlati. Samo ti budi sa njim,da slučajno komšije ne kažu kako ste se razveli. Primitivizam.",Appropriate
"Možda dole nije savršeno, ali me ni stotine naručenih tekstova dnevno i hiljade botovskih komentara neće odgovoriti od letovanja na najdražem mestu na svetu. Obožavam Boku, Crnu Goru (realno možda i najlepšu državu u Evropi) i Crnogorce.",Appropriate
Žilav neki Švabo! To ti je kad nemac napravi traje 100 godina.,Appropriate
"Nerealno koliko ste opterećeni Rafom. Nerealno. Kompleksi šta li je. 9 puta garos, svi gren slemovi, nešto boli sigurno.",Appropriate
Uefalona. Nejmar omaleno ciganče,Race
"Mene samo interesuje da je budućnost naše dece nesigurna ako ova zemlja primi stotine hiljada Arapa i Afrikanaca. Šta ako sutra počnu konflikti sa njima, nametanje njihove kulture, rasno mešanje, jezika...? Imamo prava da se branimo protiv toga",Appropriate
"Ta ""droga"" se u savremenim zemljama koristi u terapijske svrhe na vise nivoa i sadrži 0 štetnih/toksičnih materija naspram recimo legalnih cigara koje sadrže nekoliko stotina različitih štetnih jedinjenja.",Appropriate
imaju iste boje kao jedan naš klub pre tuđmana,Appropriate
Kineski mudžahedini...,Religion
"Pa vuče malo na ciganku, ne izgleda kao šveđanka",Appropriate
"Stara tehnika, korišćena u Engleskoj, dok im rimnjani nisu pokazali cigle.",Appropriate
"Zasto pobogu ne naprave bar jedan model da liči na nešto? Nebitno cena, ima ljudi koji kupuju takve stvari ali realno telefoni su cigle prave.",Appropriate
Na Vidovdan Turčin slavio...,Race
Ajde gejmeri gde ste sad da vas vidim,Appropriate
Gejmeri i mobilni telefoni nemaju veze jedni sa drugim.,Appropriate
"Film o gej partizanima, ne znaš koja je od te dve tematike zanimljivija na što se pare bacaju ali lako kad nisu iz vlastitog džepa.",Appropriate
"Zabranjuje se žderanje hrane životinjskog porekla, samo veganske namirnice.",Appropriate
Pa neka proba ukrajinski front. Ajkule su samo ribice. Ništa specijalno.,Appropriate
Ljudi nemojte da se brukate. U HR imate peščanih plaža koliko hoćete.,Appropriate
"E samo njih slušajte, pa ćete dobro proći, recimo kao ja prošle godine u avgustu. Od tada ih vise ne bih zvao nikad jer je to okoštala, inertna zabokrečina koja radi po samoupravno parazitskim pravilima.",Appropriate
"Obični zabavljači sa loptom ili ti u srednjem veku poznatiji kao dvorske lude. Isto važi i za glumce i pevače. Sramota, ljudi po svetu umiru od gladi i žive u nenormalnim uslovima dok se ovi šalabajzeri zajeb...ju i zamlaćuju narod sa glupostima . možeš misliti fudbaler !!",Class
"Zabranili peškire i ležaljke, automobile niko nije spominjao",Appropriate
I ja kada odem u neki elitni klub na Mikonos ili Kapri ne volim da vidim debelu ni devojku a ne tetku. Platio sam da budem okružen lepoticama. Svi se klanjaju novcu uspešnih ljudi. To još samo gubitnici tranzicije ne mogu da shvate.,Physical Appearance
I ja kada odem u neki elitni klub na Mikonos ili Kapri ne volim da vidim debelu ni devojku a ne tetku. Platio sam da budem okružen lepoticama. Svi se klanjaju novcu uspešnih ljudi. To još samo gubitnici tranzicije ne mogu da shvate.,Disability
I ja kada odem u neki elitni klub na Mikonos ili Kapri ne volim da vidim debelu ni devojku a ne tetku. Platio sam da budem okružen lepoticama. Svi se klanjaju novcu uspešnih ljudi. To još samo gubitnici tranzicije ne mogu da shvate.,Gender
"ovo je domaći puding sa kokosom, u prevodu.",Appropriate
zbog takvih krševa se stvaraju gužve,Appropriate
Izgleda da se napalile na tu gejevsku košulju,Appropriate
"Morate da uvedete obavezno nošenje prsluka sa spasavanje kada ste na vodi pa makar samo sedeli u čamcu. Kada neko dođe da iznajmi pedalinu, na primer,date mu prsluk da obuče i obavezan je da ga nosi.",Appropriate
"Ako ste vi na zapadu cinčne ubice dece, mi nismo. Dotična marionetska država mora da shvati da nisu svi dupelizi i da se ne mogu lomiti podmuklim potezima na poslušnost. Ako im to nije jasno ambasadore takve i sličnih nazovi država šut u dupe..",Race
"imam par prijatelja i prijateljica koje rade ""obične"" poslove, pekar, automehanicar,moler, frizerka, pedikir manikir, radnica za kasom niko nema preko 120000.",Appropriate
"Sve je to sada moderno niko ne može da bude ""slobodan"" i ""drugačiji"" ako se ne tuca s kim stigne, liže dupe i drugo po potrebi i to odmah u javnost. Bitno je da svi znaju za ovo ""oslobadjajuće"" iskustvo. Naravoučenije čovek ne može da bude dubokouman ako se prema sebi i drugima ponaša kao prava svinja. Moral se sastoji u jednoj rečenici ""ne radi drugome ono što ti ne zeliš sebi.""",Appropriate
"Kada sam rekao majci da sam išao na psihoterapiju, pitala me da li sam gej.",Appropriate
"Ja svaki dan uzimam, vagisan i spermicin. Koža mi je kao svila, ali bukvalno.",Appropriate
"Zašto stalno imate nešto protiv prajda? Malo se prošetate, i boli vas dupe...",Sexual Orientation
Da uhvatim zlatnu ribicu rekao bih želju da bi voleo biti Miki Kerol..,Appropriate
ofucana opajdara,Appropriate
"ja ne znam ni jedan prijavljen slučaj do sad da je neko elektricnim trotinetom ili biciklom povredio nekoga na trotoaru ni na kolovozu ni kod nas ni u svetu. ginu možda oni od kola ali ginu i pešaci još više, onda da zabranimo i pešake.",Appropriate
Kako za koji auto. Ne stoji svakom ista boja dobro. Zamislite Mercedes S klase u Roso Corsa (Ferrari) crvenoj boji. Ko piletu sise.,Appropriate
"Jedva čekam neku seriju sa multitrans rodnim i multibinarnim likom koji je istovremeno trans, homo, gej, hetero a još ima i bipolarni poremećaj.",Sexual Orientation
"Frustriran komentar bez ikakvog razloga. Drug, žao mi je što ti overavaju ženu kad si na poslu, nije ti lako, vidi se po komentaru.",Appropriate
"Mogu da zamislim glupe muslimane kako im je kad vide 0.3 cm ženske sise, verovatno celom restoranu ljige padale na sve strane, hehe",Religion
"Vas Špance su Jugosloveni učili kako se igra košarka, neće pile kokošku da uči kako se kokodače...",Appropriate
"Deca su usvojena, on je gej",Sexual Orientation
I opet će uzeti titulu peške,Appropriate
"A ko je ova tetka-teta, za nas starije?",Appropriate
Ima lepu guzu !,Appropriate
"Softverska industrija je tigar od papira. Reci ""E, kad niko ne bi plaćao softver, to bi bilo kao kad bi poklanjali krompir na pijaci"" je suštinski neuporedivo. Kad ti prodaš fizički proizvod, automobil, koka-kolu, računar... Ti se nadmećeš na tržištu i onaj sa najboljom ponudom odnosi pobedu. Možeš ti i da besplatno daješ automobile dok god ih imaš ali ćeš bankrotirati posle izvesnog vremena jer komponente ne dobijaš za džabe. Međutim, proizvođači neopipljivih proizvoda u suštini prodaju maglu.",Class
"Ovi što pišu da proizvođači konzola deru, nisu mrdnuli dalje od CS 1.6. Konzole su sad najisplativije, posle 20 godina PC gejminga sam prešao na konzole. Pa sigurno neću da se zezam da svake 2,3 godine kupujem komponente koje su paprene.",Appropriate
Ovaj tetkin bogataš je opet nešto loše sanjao.,Appropriate
Vi što pišete da je Ingram buduća zvezda- da li ste pogledali jedan meč Lejkersa? Lik je veća prevara i od Lonza.,Appropriate
"iz prethodnih komentara se može zaključiti da situacija po beogradskim (prestoničkim) ulicama je katastrofalna, možete li onda zamisliti kakvim putevima se vozi po unutrašnjosti. to više nisu putevi. prilagoditi brzinu uslovima puta kod nas znači-bolje idi peške,dok svi koji se ogluše o ovaj zakonski manevar, voze ""na svoju odgovornost"" u slučaju da im se nešto desi...",Appropriate
"Neko ispada ""glup"" u društvu, a neko bukvalista, kao npr ti.",Appropriate
Dala mu tetka.,Appropriate
Takvi investicioni fondovi imaju veze sa državama iz kojih potiču koliko i tetka sa Kanadom.,Appropriate
"Nije ni čudo što postoji pesma ""April u Beogradu"" ! Tada je zaista lepo , nema košave a temperatura je optimalna za šetnje! p.s. zime i leta u Beogradu su ekstremne.",Appropriate
"Pazi ovaj što vodi dete kod tri pedijatra ha ha baš ti verujem. Srbi vole da se sa nipodaštavanjem odnose prema gripu, tako da ne verujem da iko zbog ""običnog gripa"" vodi dete kod lekara, šta god on tvrdio na internetu.",Appropriate
"Kako te nije sramota, tri pedijatra kažu grip, a ti internet expert kažeš prehlada?!? Kakav problem u glavi imaš?",Appropriate
"E sad će da nas krene! umesto da rešavaju probleme gužve u saobraćaju, rupetina na ulicama, oronulim fasadama i zgradama,ogromnim zagađenjem, boljeg rada prevoza, naravno oni rade samo ono gde dobijaju živu lovu na ruke.",Appropriate
"Ovde belca koji tuče, psuje i maltretira crnca, meksikanca ili pedera zbog rase, etničke pripadnosti ili seksualne orijentacije ne zovu ""huligan"" i završi sa mnogo težom optužbom. Tako se protiv toga bori. Zašto bi i Hrvati da se brinu zbog šake huligana - e da je zločin iz miržnje, pa jos kad je u pitanju serija takvih, e onda je to veći problem. Ali u EU tih s...nja nema - oni su PERFEKTNI i dele lekcije drugima... Pozdravi iz Amerike (koja je jos uvek rasistička ali se bori protiv toga)!",Race
"Ok čekam 2025, do tada peške...",Appropriate
"Netačno. Imaš pogrešnu percepciju o sebi. A sad ustani i kaži sebi ja sam i te kako vredan i te kako privlačan i neodoljiv, samo ja imam ovakav ovakve oči,ovakav nos, oblik glave, tela i one žude za tim.",Appropriate
"Tačno. Sa mnom nešto nije u redu. Imam neki hormonski disbalans, nisam privlačan, devojke zaziru od mene. Nisam sarkastičan, prosto, uvek postoji neka pozadina. Život mi je pakao, ali nema veze, živ sam.",Appropriate
ja ne znam stvarno šta se dešava u ženskoj glavi tj. u kom paralelnom univerzumu će neko da se zabavlja sa vama ako ga odbijete?!! a ova još pominje ljubav WTF pa nismo se ni poljubili... živim li ja u matrixu ili sam lud?,Gender
"znam neke ribice baš dobro i kao osećajne i slatke, a u stvari najveći sebičnjaci i manipulanti level pro",Gender
"Ne, hvala komšije. Naše kokice nose jaja u novim kokošinjcima.",Appropriate
Pelikan inače ima srpsko ime i ono glasi Nesit! Nepoznato je ljudima jer su ptice istrebljene pre dolaska druga Tite....,Appropriate
Homoseksualnost NIJE sinonim za pedofiliju.,Appropriate
Zvuči bombastično. Pederi pa šta. Ako su pedofili e to je već druga priča.,Appropriate
"Za Saleta i ostale koji vole homosapiense. Pre par nedelja dao sam Romkinji 200 dinara,ona je videvši da imam više novca tražila 1000 dinara. Posle mučnih scena, moljakanja, bio sam pljunut i ona mi je poželela da crknem. Inače se ovo desiio kod trga, usred bela dana.",Race
"Zvuči logično, samo je čudno da nemaju neki senzor za to. Mada sigurno nisu računali na srpsko gorivo kad su pravili motor. :)",Appropriate
"e jbg, svi nešto počeli u garaži. Ovaj, Dzobs, Gejts. eee 'de bi mi bio kraj da sam im'o garažu!",Appropriate
Da ali koliko je tih od 175+ skladno? To je suština. Da ti odgovorim - jako malo. 90% nema struk koji je glavni faktor skladnosti. A ako ima struk onda nema grudi. Tako da je to retko. A onih od 165 imaš skladnih koliko hoćeš.,Physical Appearance
Da ali koliko je tih od 175+ skladno? To je suština. Da ti odgovorim - jako malo. 90% nema struk koji je glavni faktor skladnosti. A ako ima struk onda nema grudi. Tako da je to retko. A onih od 165 imaš skladnih koliko hoćeš.,Disability
"Covek je apsolutno najbolji reziser danasnjice jer snima filmove o obicnim ljudima koji niti su bogati niti siromasni, niti crni niti beli. To je prava umetnost, a ne holivudska komercijala u kojoj cim cujes da je film o gejevima, gangsterima, socijali, crncima, odmah znas da je kandidat za Oskara.",Appropriate
Ja bih tu ubacio pedale samo.,Appropriate
"Slobodno raspisite nagradu od milion evra ako neko nađe neobrađenu oranicu u Vojvodini. Stalno slušamo da je zemljište zapušteno, a javnost nema pojma da se ore svaki pedalj zemljišta kod nas.",Appropriate
"Samo par peščanih plaža, prevelika gužva u saobraćaju, ali i više nego povoljne cene. U Valeti, koja je prelepa i pravi istorijski dragulj možete popiti piće ili jesti za duplo jeftiniji novac nego u Cg ili Gr.",Appropriate
Uzeo novog Opela pre 2 godine. Neopisivo smeće od vozila. Pežo je za njih Mercedes.,Appropriate
"Kada sam išao u vojsku 90ih tada nisu išli umno bolesni, pederi i invalidi, a danas ne idu političari. Kad bolje razmislim sve je ostalo isto.",Sexual Orientation
"Kada sam išao u vojsku 90ih tada nisu išli umno bolesni, pederi i invalidi, a danas ne idu političari. Kad bolje razmislim sve je ostalo isto.",Class
"Jeste, ali istovremeno najniža stopa kriminala, jedna od najstabilnijih evropskih ekonomija danas i verovatno najlepša priroda na planeti Zemlji. To je zemlja pitomih i ravnopravnih ljudi, sa fenomenalnim obrazovnim i sistemom zdravstvene zaštite za svakoga. Nestvarni pejzazi, predivna jezera, gejziri, more i reke prepuni ribe, a sve to bez komaraca, otrovnih zmija i ostalih karakondžula. Island je daleko više od ""sumornog vremena i duge zime"".",Appropriate
"Površni su ti komentari. Dođeš na auto sekciju pa jedino što komentarišeš je ne sviđa mi se dizajn. Evo ja prvi pojma nemam o ovom automobilu, njegovom pogonu ni drugim detaljima, ali zato ni ne komentarisem. Kod nas ovde 90% komentatora kao neke tetke kojima je glavna odlika automobila boja. Treba ozbiljna analiza da se uradi zašto se kod nas svi razumeju u sve i najpametniji su.",Appropriate
"šizofrenija totalna, kao klinac sam baš maštao da budem deo tog ludila, sada nisam siguran....od beogradske gužve u saobraćaju me boli glava, a od ovog bi tačno umro",Appropriate
Kinezi su uzeli Pirej a ne Solun.....pa eto vidi šta bi ti.,Appropriate
"Ekipa sa velikim potencijalom. Međutim, bojim se da sa Kokoskovim neće imati strpljenja, ako i sledeće godine budu pri začelju, a što se vrlo lako može desiti.",Appropriate
Ribe su strastvene i lude u seksu. Tesko ih je pratiti. To da smo nimfomanke kažu obično oni što su gotovi za 5min i posle blejanje u plafon. Ne trčite maraton ako nemate snage. Poz od Ribice,Appropriate
"I 6 000 kokošaka ubiše tiranina, a Srbi ni sa 7 miliona ne mogu da se reše maloumnika. Više nećemo da kažemo kokoško jedna nego sendvičarko jedna.",Race
"Auu duboke li analize. Da budemo jasni, boli vas d**e za mrtve. Svi vi u medijima ste na ovom slučaju zbog klikova i saobraćaja, pare, pare, pare!",Class
"Što bi rekli , dragi političari i pristalice ovog zakona od srca vam želim da vam pozli pa da po vas dođe vozač hitne pomoći od 67 godina sa lekarom i tehničarem od 67 godina i primili vas u urgentni medicinska sestra sa 67 godina i operisao vas hirurg od 67 godina i anesteziolog vam na kraju smene sa 67 davao anesteziju.",Class
"Lažni zapadnjački liberalizam. Možeš da pričaš šta hoćeš, sve dok to njima odgovara. Ako imaš svoje mišljenje koje se ne uklapa u njihovo shvatanje demokratije onda ne valjaš. Dok voliš gejeve onda te tapšu po ramenu.",Sexual Orientation
"Lažni zapadnjački liberalizam. Možeš da pričaš šta hoćeš, sve dok to njima odgovara. Ako imaš svoje mišljenje koje se ne uklapa u njihovo shvatanje demokratije onda ne valjaš. Dok voliš gejeve onda te tapšu po ramenu.",Race
Provalili rupu u zakonu i sad se svi izjašnjavaju da su gej..,Sexual Orientation
"Dok Arapi, Rusi i ostali glupi sponzori imaju nafte te sume mogu da se plate. Ukradeš od vlastitog naroda pa daš tuđinu da se rasipa gradeći ogromne stadione i dovodi igrače po želji i za svaku cenu. Zapadnjaci tajkune iz tih sponzorskih zemalja tapšu po leđima i uvlače im se u dupe sve dok ne izvuku ono što žele, posle ih proglase nepoželjnima i oduzmu sve što su uneli u neku od zapadnih zemalja. Pameti gde si.",Race
"Problem je u tome što se izdaju potvrde bez pokrića , kod privatnih pedijatara pogotovu",Appropriate
"Milenče, komentar da je tvoja baka, tetka deka crveneo na suncu i da mu ništa nije bilo je opasan. Neko ima jače a neko slabije predispozicije za melanom. Oni sa svetlijom kožom više oboljevaju.",Appropriate
Moja tetka je gorela na suncu svake godine od kako je pamtim. Sećam se mazanja kiselim mlekom i raznim kremama. Ona sad ima 95 godina i malo se izgubi kad je probudiš ako se ne probudi sama. Ostalo je super. Moj otac se pržio na suncu ceo zivot i doživeo 87 godina.,Appropriate
"Pravo na izbor se mora postovati. Istopolni brakovi su nonsens, uteha za učesnike. Gej/lezbo poljupci na javnom mestu - odvratno, zabraniti zakonom. Pingvini nemaju istopolne brakove, slaba uteha.",Appropriate
Tetka bi malo stare slave.,Appropriate
Kod nas bi obarali puškama i praćkama i krali hahaha,Appropriate
Verovatno pozajmljuje od tetke da bi preživeo. Mukica.,Appropriate
"Najveća prevara na koju smo naseli je egipatski krompir. Napravili su kanale u dužini od 5 kilometara, stavili veštačko đubrivo, u đubrivo seme krompira, prekrili peskom, a onda postavili i sistem navodnjavanja kap po kap. Krompir se jedva kuva za 55 minuta, dok je srpski domaći gotov za 25 minuta. I onda je srpski seljak prevarant, a sve pošteni uvoze krompir koji je rastao u vestačkom đubrivu i pesku.",Appropriate
Pedofiliji i homoseksualozmu i sličnim devijantnim ponašanjima nikako nema mesta u crkvenoj službi. Žao mi je svih oštećenih i unesrećenih.,Appropriate
"To se moglo i očekivati jer su Kokoškova doveli samo da bi ga kasnije žrtvovali, iako im je cilj bio tankovanje i neki od prva 2-3 picka na draftu. Problem je nastao kad se u stvari videlo da je Kokoškov dobar trener i da ga nije tako lako otpustiti, ali je na kraju pobedila ona druga opcija.",Appropriate
"ne postoji žena koja nije biseksualna, jer je svako prvo bio u majku zaljubljen..kod muškaraca je stvar malo drugačija kad su homoseksualni..znači da je želja za ocem prevladala..a to što je frojd pokušavao da nas ubedi kako je zdrav razvoj kada devojčica volšebno u trećoj godini pravi zaokret i okreće se ocu, to je njegov problem i ograničenje. u svakom slučaju, radite šta vam se radi, život je jedan!",Appropriate
"I ja lud idem ovo čitati. Reko da pročitam o kojem se broju radi (naravno, nema ga) i onda naletima na ""influenserke i gejmerke"". Pa jeste i to je IT sektor. Sada mi je sve mnogo jasnije.",Appropriate
"Moj predlog, da i lica starija od 65 godina plaćaju redovnu kartu jer ako studenti i đaci moraju i mogu da plaćaju neka i oni to rade, jer su toliko bezobrazni da i najveće gužve oni prave.",Appropriate
"Samo slepac ne vidi da je Magic isto homosexualac i da je njegov brak namešten kao i mnogim drugim od pre 20, 30 godina kad nije bilo popularno kao danas biti gay. Tako da me uopšte ne čudi ovo za sina mu.",Sexual Orientation
"Pitam se zašto privatni lekar ne može da piše bolovanje, daje potvrde za vrtić itd. Zašto neko ko može da plati mora da se gura u državnom dz i tako pravi gužvu sebi i drugima?",Appropriate
Manje žderanja!,Appropriate
Buljašu a koliko je rađen Warcraft 3?,Appropriate
Ništa čudno timovi iz Evrope uvek izgube od ovih autsajdera ali zato dobiju korejce. Dobili su ovog puta SKT oba gejma.,Appropriate
"Ironija je što bi više gejeva našao među ""vernicima"", a više vernika među ""gejevima"".",Sexual Orientation
"Ironija je što bi više gejeva našao među ""vernicima"", a više vernika među ""gejevima"".",Religion
metro bi smanjio količinu štetnih gasova i gužve u saobraćaju smanjio broj vozila jedini problem je izgraditi,Appropriate
"Plata medicinskog tehničara 37000, ugovor na određeno vreme....za život kao iz bajke....muka mi je od Srbije. Srbija za 20 godina biće najveći rezervat za stara lica u Evropi....zivi bili....",Appropriate
treba sve da se zatvori osim auto puta I da se svuda ide peške ili biciklom da bude zdrav čist vazduh,Appropriate
"Uvek sam život na sat video kao totalnu torturu. Nažalost, većina ljudi samo ovako zna da živi. Iz toga razloga sam prihvatio da imam manje, ali da mogu da spavam dokle želim tj radim od kuće.",Appropriate
"eto i poznati su počeli da reklamiraju opasne rase pasa...staforde i pit bulove, prikazuju ih kao dobrice a oni ponekad zakolju drugog psa, a i čoveka ako im padne mrak na oči...i onda se čudimo da ima sve više vlasnika staforda i pitova,to se potencira i priziva",Class
Kontam da je to prva stvar koju je kupila od tih para ne i da je potrošila sve na te peškire,Appropriate
"Neka rastu, zašto da se gužvamo u malim autima. Ako ti je Polo previše narastao, imaš Up, koji je kao nekadašnji polo. Jedino što su sve skuplji to im ne ide u prilog.",Appropriate
"Ja, kao gej muskarac, podrzavam ovu manifestaciju. Moj stav je da u svemu treba imati meru, treba stvoriti okruzenje u kojem se svi ljudi osecaju prijatno.",Appropriate
"Sve predloženo je za žene vitke linije što većina nije, a nije ni za pojavljivanje na poslu. Tj, vecina 40godišnjakinja ne izgleda kao tinejdžerke koje piju kafu posle faxa. Predloženi modeli obuhvataju 2 sata nedeljnog vremena prosećne 40godišnjakinje. Meni ne izgledaju tetkasto i dosadno ali ni realno.",Appropriate
Bio 2017 ukrao kišobran i peškir,Appropriate
Ja bih rado vozio električni bicikl da ne moram da pedalam. Mrzi me ujutru katastrofa.,Appropriate
hehehehe a za sva druga živa bića alko neostavlja nikakve posledice.... recimo ribice mogu u pivu da plivaju kanarincu obavezno rakija a mačkama vino....,Appropriate
"To što se neko ženio i ima decu ne znači da nije gej. Čak su uporniji u ženidbama i ""menjanju manekenki"" od hetero kao da nešto dokazuju",Sexual Orientation
Ja volim moje goste. Najavljene i nenajavljene...al ne volim kokos :),Appropriate
kaže se srbima niko ne valja i krive za sve srbe. to je zato što jedino srbi nikom ne kleče i ne ližu dupe drugima kao svi oko srbije što ližu dupeta amerikancima nemcima englezima...i odriču se sebe da bi dobili tapšanje po ramenu!,Appropriate
Ono kada ubaciš u bazen zlatnu ribicu sa delfinima.,Appropriate
"koliko iskompleksiranih dokonih hejtera, latentnih homoseksualaca...",Sexual Orientation
"Ljudi molim vas ovo možete da igrate na svakom fleš gejm sajtu, čemu loženje na šarene eksplozije izađite napolje muvajte devojke po adi, igrajte basket.",Appropriate
"Ma ovo je sve šarena laža. Nema pravde za Srbe. Na samo pominjanje naših žrtava, dignu se kojekakvi lokalni, regionalni i evropski službenici da kažu kako to vređa osećanja ovih ili onih!?!",Appropriate
Dobro ste vi prošli jer mogli su vam reći da tetku izvučete kroz dimnjak.,Appropriate
Dobro te tetka nije živela na 27. spratu.,Appropriate
Za dobrim konjem prašina se diže..ljudi najviše pljuju ono što ne mogu da imaju...,Appropriate
"Živim u Frankfurtu već 3 godine i grad ima stvari koje može da ponudi svakom turisti, ali se sve može obići za vikend. Realno, peške možeš obići ceo grad u danu. Mnogo više imaju da ponude Berlin i Minhen. U svakom slučaju nije lop :)",Appropriate
bruka i sramota da se za malo trčanja i mnogo brisanja peškirom dobije 3 miliona dolara,Appropriate
"e, boga mi kad ode prva žena na mesec tu već više nema mile lale, a tek ode prva gej osoba, e, čik ti bilo onda reći da nisu bili ;)",Gender
"e, boga mi kad ode prva žena na mesec tu već više nema mile lale, a tek ode prva gej osoba, e, čik ti bilo onda reći da nisu bili ;)",Sexual Orientation
Hrvatska ima najbolju obalu za nautičare koji su na moru zbog kupanja i ronjenja. Kornati i srednja Dalmacija sa ostrvima su nešto što ne postoji na ovom svetu. Grčka je odmah uz Hrvatsku a atraktivnija je za prave nautičare koji su na moru zbog jedrenja jer su rastojanja između ostrva duža a Egej ima jače talase i vetrove.,Appropriate
"Prvo ozbiljno prouči političku situaciju u SAD, kakva je pozadina ""protesta"" crnih sportista, te da li su crno gradjani zaista 'ugrozeni' u SAD kako tvrde, a onda piši artikle o 'ugnjetavanim' građanima SAD.",Race
"Sve razumem, i gužva, i najveći prihod imaju od turizma, pa im ovi penzioneri zauzimaju mesta, a nikakav trošak ne prave! Ali pomisli li ikad iko, na trenutak, da su i to ljudi!",Appropriate
Svake godine Peskara uzima svoj danak...,Appropriate
Ovi iz Junajteda treba peske da odu po Dibalu...,Appropriate
ako ponesem sve sto kažete neće mi ostati mesta za peškire,Appropriate
u južnoj americi život vredi kao glavica kupusa,Race
"Što ne napišete koliko kokošinjac, svinjac, štala, staja treba da bude udaljena od kuće ali komšijske a ne da taj smrad pomeriš od svog ulaza, svog prostora a komšiji zalepiš za zid.",Appropriate
Zašto Rosi više ne vozi? Moja tetka i ja smo uvek gledale kad je on super vozio... :((((,Appropriate
oni su gej?,Sexual Orientation
